"age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","y","edu"
31,"admin.","single","unknown","yes","yes","telephone","jun","fri",15,999,0,"nonexistent","0","9"
47,"entrepreneur","single","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","university.degree"
51,"services","divorced","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","unknown"
56,"retired","married","no","yes","yes","telephone","jun","fri",3,999,0,"nonexistent","0","6"
44,"self-employed","married","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
56,"admin.","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","university.degree"
51,"services","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","9"
58,"entrepreneur","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","4"
41,"entrepreneur","married","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
29,"admin.","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
48,"admin.","single","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","university.degree"
37,"blue-collar","married","no","yes","no","telephone","jun","fri",7,999,0,"nonexistent","0","4"
30,"services","single","no","unknown","unknown","telephone","jun","fri",9,999,0,"nonexistent","0","high.school"
46,"entrepreneur","married","unknown","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","university.degree"
37,"technician","single","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
31,"admin.","divorced","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
33,"self-employed","single","no","unknown","unknown","telephone","jun","fri",5,999,0,"nonexistent","0","university.degree"
34,"self-employed","single","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
39,"technician","single","no","yes","no","telephone","jun","fri",9,999,0,"nonexistent","0","high.school"
28,"admin.","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
58,"technician","married","unknown","yes","no","telephone","jun","fri",8,999,0,"nonexistent","0","professional.course"
45,"blue-collar","married","unknown","yes","yes","telephone","jun","fri",3,999,0,"nonexistent","0","4"
47,"services","married","unknown","yes","no","telephone","jun","fri",7,999,0,"nonexistent","0","high.school"
53,"blue-collar","divorced","unknown","yes","no","telephone","jun","fri",5,999,0,"nonexistent","0","4"
41,"admin.","married","unknown","no","no","telephone","jun","fri",7,999,0,"nonexistent","0","high.school"
33,"blue-collar","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","9"
38,"self-employed","single","unknown","yes","yes","telephone","jun","fri",5,999,0,"nonexistent","0","9"
60,"self-employed","married","unknown","yes","no","telephone","jun","fri",4,999,0,"nonexistent","0","professional.course"
36,"admin.","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
37,"admin.","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
52,"retired","married","no","yes","no","telephone","jun","fri",12,999,0,"nonexistent","0","university.degree"
47,"admin.","married","no","yes","no","telephone","jun","fri",7,999,0,"nonexistent","0","9"
44,"blue-collar","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
38,"technician","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","professional.course"
46,"admin.","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
33,"management","married","no","yes","no","telephone","jun","fri",5,999,0,"nonexistent","1","university.degree"
45,"blue-collar","married","unknown","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","9"
38,"admin.","married","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","university.degree"
55,"technician","married","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
29,"unemployed","single","no","no","no","telephone","jun","fri",17,999,0,"nonexistent","0","university.degree"
34,"blue-collar","married","no","no","no","telephone","jun","fri",10,999,0,"nonexistent","0","9"
25,"blue-collar","married","unknown","no","no","telephone","jun","fri",7,999,0,"nonexistent","0","9"
40,"admin.","married","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","university.degree"
46,"admin.","married","unknown","no","yes","telephone","jun","fri",4,999,0,"nonexistent","0","9"
27,"blue-collar","married","no","no","no","telephone","jun","fri",19,999,0,"nonexistent","0","university.degree"
51,"blue-collar","divorced","unknown","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","unknown"
42,"admin.","divorced","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","university.degree"
57,"self-employed","married","unknown","yes","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
37,"admin.","single","no","no","no","telephone","jun","fri",11,999,0,"nonexistent","0","university.degree"
45,"unknown","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","unknown"
28,"blue-collar","married","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","unknown"
47,"management","divorced","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","university.degree"
33,"admin.","single","no","yes","yes","telephone","jun","fri",26,999,0,"nonexistent","0","high.school"
58,"technician","single","no","yes","yes","telephone","jun","fri",4,999,0,"nonexistent","0","professional.course"
31,"admin.","divorced","unknown","no","yes","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
52,"services","unknown","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
27,"entrepreneur","single","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","university.degree"
32,"admin.","married","no","no","no","telephone","jun","fri",9,999,0,"nonexistent","0","university.degree"
36,"admin.","single","no","no","no","telephone","jun","fri",7,999,0,"nonexistent","0","university.degree"
35,"admin.","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","university.degree"
28,"admin.","single","no","no","no","telephone","jun","fri",16,999,0,"nonexistent","0","high.school"
49,"management","married","unknown","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
29,"admin.","married","no","unknown","unknown","telephone","jun","fri",3,999,0,"nonexistent","0","unknown"
47,"admin.","married","no","yes","no","telephone","jun","fri",4,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","high.school"
58,"technician","married","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
38,"services","married","no","unknown","unknown","telephone","jun","fri",3,999,0,"nonexistent","0","9"
46,"admin.","married","no","no","yes","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
58,"admin.","married","no","unknown","unknown","telephone","jun","fri",4,999,0,"nonexistent","0","university.degree"
27,"blue-collar","married","unknown","yes","no","telephone","jun","fri",8,999,0,"nonexistent","0","6"
26,"technician","married","no","yes","no","telephone","jun","fri",20,999,0,"nonexistent","0","6"
29,"admin.","married","no","yes","no","telephone","jun","fri",16,999,0,"nonexistent","0","university.degree"
39,"admin.","married","no","yes","yes","telephone","jun","fri",19,999,0,"nonexistent","0","high.school"
33,"unemployed","married","no","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","9"
48,"blue-collar","married","no","yes","yes","telephone","jun","fri",24,999,0,"nonexistent","0","professional.course"
37,"management","married","unknown","no","no","telephone","jun","fri",23,999,0,"nonexistent","0","university.degree"
38,"housemaid","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
40,"blue-collar","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
55,"blue-collar","married","unknown","unknown","unknown","telephone","jun","fri",4,999,0,"nonexistent","0","4"
39,"admin.","married","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","professional.course"
40,"admin.","single","unknown","no","yes","telephone","jun","fri",4,999,0,"nonexistent","0","professional.course"
37,"blue-collar","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
39,"blue-collar","single","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","4"
36,"blue-collar","married","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
35,"student","single","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","university.degree"
33,"services","divorced","no","yes","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
41,"technician","married","no","yes","no","telephone","jun","fri",24,999,0,"nonexistent","0","high.school"
33,"blue-collar","married","no","no","no","telephone","jun","fri",13,999,0,"nonexistent","0","9"
24,"services","single","no","no","no","telephone","jun","fri",8,999,0,"nonexistent","0","high.school"
53,"technician","divorced","no","yes","no","telephone","jun","fri",28,999,0,"nonexistent","0","university.degree"
32,"admin.","single","unknown","no","no","telephone","jun","fri",15,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","unknown","no","no","telephone","jun","fri",8,999,0,"nonexistent","0","unknown"
51,"blue-collar","married","unknown","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","9"
38,"unknown","married","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","unknown"
53,"technician","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","unknown"
49,"technician","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","professional.course"
42,"management","married","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","high.school"
37,"blue-collar","single","unknown","no","yes","telephone","jun","fri",11,999,0,"nonexistent","0","unknown"
47,"blue-collar","divorced","no","yes","yes","telephone","jun","fri",18,999,0,"nonexistent","0","4"
31,"services","single","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
46,"blue-collar","single","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","high.school"
54,"technician","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","high.school"
39,"unemployed","divorced","unknown","no","no","telephone","jun","fri",9,999,0,"nonexistent","0","9"
45,"blue-collar","married","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent","1","9"
32,"services","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
56,"technician","married","no","no","yes","telephone","jun","fri",4,999,0,"nonexistent","1","unknown"
29,"services","single","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
32,"admin.","single","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
40,"admin.","single","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","1","university.degree"
39,"management","single","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","1","university.degree"
25,"blue-collar","married","no","yes","no","telephone","jun","mon",5,999,0,"nonexistent","0","9"
26,"blue-collar","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","9"
46,"management","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","9"
26,"blue-collar","married","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","9"
54,"blue-collar","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","professional.course"
47,"blue-collar","married","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent","1","4"
40,"management","divorced","unknown","unknown","unknown","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
41,"self-employed","single","no","yes","yes","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
36,"technician","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","9"
30,"blue-collar","single","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","1","9"
58,"management","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
47,"admin.","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
52,"management","married","no","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","4"
34,"blue-collar","single","no","yes","no","telephone","jun","tue",5,999,0,"nonexistent","0","high.school"
30,"services","married","no","yes","no","telephone","jun","tue",5,999,0,"nonexistent","0","high.school"
26,"admin.","single","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
58,"services","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
43,"self-employed","divorced","unknown","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","university.degree"
31,"blue-collar","married","no","no","no","telephone","jun","tue",6,999,0,"nonexistent","0","6"
46,"blue-collar","married","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","6"
39,"admin.","single","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
42,"self-employed","married","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","professional.course"
37,"services","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
51,"admin.","divorced","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","1","unknown"
37,"services","married","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
35,"admin.","divorced","no","no","no","telephone","jun","tue",8,999,0,"nonexistent","0","university.degree"
55,"blue-collar","married","unknown","yes","no","telephone","jun","tue",6,999,0,"nonexistent","0","9"
43,"blue-collar","married","no","no","no","telephone","jun","wed",4,999,0,"nonexistent","0","9"
29,"entrepreneur","single","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","1","university.degree"
58,"blue-collar","married","no","no","no","telephone","jun","wed",5,999,0,"nonexistent","0","9"
34,"blue-collar","married","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","9"
44,"blue-collar","married","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","unknown"
42,"self-employed","married","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","university.degree"
44,"blue-collar","married","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","professional.course"
32,"blue-collar","single","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","9"
52,"technician","married","no","no","yes","telephone","jun","wed",1,999,0,"nonexistent","0","9"
36,"blue-collar","married","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","9"
38,"blue-collar","married","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","9"
39,"technician","married","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent","1","9"
33,"unknown","married","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","unknown"
39,"services","married","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","6"
36,"admin.","married","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","0","university.degree"
44,"services","married","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent","0","9"
30,"services","married","unknown","no","no","telephone","jun","wed",2,999,0,"nonexistent","0","unknown"
29,"blue-collar","divorced","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","4"
34,"technician","married","no","no","no","telephone","jun","wed",2,999,0,"nonexistent","0","professional.course"
41,"admin.","single","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","6"
51,"entrepreneur","married","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","university.degree"
28,"admin.","married","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","0","high.school"
31,"housemaid","married","no","no","no","telephone","jun","wed",2,999,0,"nonexistent","0","4"
46,"services","divorced","unknown","yes","no","telephone","jun","wed",2,999,0,"nonexistent","0","professional.course"
29,"admin.","married","no","yes","yes","telephone","jun","wed",3,999,0,"nonexistent","0","university.degree"
33,"services","single","no","no","no","telephone","jun","wed",2,999,0,"nonexistent","0","high.school"
42,"management","married","no","no","no","telephone","jun","wed",8,999,0,"nonexistent","0","university.degree"
36,"blue-collar","married","unknown","no","no","telephone","jun","wed",3,999,0,"nonexistent","0","unknown"
44,"blue-collar","married","unknown","yes","no","telephone","jun","wed",5,999,0,"nonexistent","0","9"
39,"blue-collar","married","no","no","no","telephone","jun","wed",4,999,0,"nonexistent","0","4"
44,"admin.","married","unknown","yes","yes","telephone","jun","thu",4,999,0,"nonexistent","0","university.degree"
45,"admin.","married","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","high.school"
28,"services","single","no","no","no","telephone","jun","thu",2,999,0,"nonexistent","0","9"
59,"retired","married","no","no","yes","telephone","jun","thu",2,999,0,"nonexistent","0","9"
42,"services","single","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","unknown"
58,"services","married","no","no","no","telephone","jun","thu",2,999,0,"nonexistent","0","4"
51,"services","married","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent","0","professional.course"
31,"blue-collar","married","unknown","yes","yes","telephone","jun","thu",3,999,0,"nonexistent","1","4"
49,"unemployed","married","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent","0","9"
48,"blue-collar","married","no","yes","yes","telephone","jun","thu",3,999,0,"nonexistent","1","high.school"
52,"technician","married","no","yes","yes","telephone","jun","thu",3,999,0,"nonexistent","0","9"
29,"blue-collar","single","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent","0","6"
60,"self-employed","married","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","professional.course"
28,"admin.","single","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent","0","professional.course"
30,"admin.","married","no","unknown","unknown","telephone","jun","thu",1,999,0,"nonexistent","0","high.school"
30,"admin.","single","no","no","no","telephone","jun","thu",4,999,0,"nonexistent","0","university.degree"
36,"blue-collar","married","no","no","no","telephone","jun","thu",1,999,0,"nonexistent","0","high.school"
56,"admin.","divorced","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent","0","high.school"
29,"blue-collar","married","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent","0","9"
45,"technician","single","unknown","yes","yes","telephone","jun","thu",1,999,0,"nonexistent","0","professional.course"
51,"management","married","unknown","no","yes","telephone","jun","thu",1,999,0,"nonexistent","0","university.degree"
35,"self-employed","married","unknown","yes","no","telephone","jun","thu",1,999,0,"nonexistent","0","professional.course"
30,"services","divorced","unknown","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","high.school"
39,"blue-collar","married","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent","0","6"
25,"technician","single","no","no","yes","telephone","jun","thu",2,999,0,"nonexistent","0","professional.course"
36,"blue-collar","single","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","4"
38,"blue-collar","single","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent","0","high.school"
29,"admin.","married","no","no","no","telephone","jun","thu",7,999,0,"nonexistent","0","university.degree"
36,"blue-collar","single","no","yes","yes","telephone","jun","thu",3,999,0,"nonexistent","1","9"
37,"admin.","single","unknown","yes","no","telephone","jun","thu",3,999,0,"nonexistent","0","university.degree"
42,"admin.","divorced","unknown","no","no","telephone","jun","thu",3,999,0,"nonexistent","0","high.school"
58,"retired","single","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent","0","professional.course"
49,"services","divorced","no","no","no","telephone","jun","thu",2,999,0,"nonexistent","0","high.school"
55,"technician","unknown","unknown","no","no","telephone","jun","thu",3,999,0,"nonexistent","0","unknown"
58,"retired","married","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent","1","high.school"
34,"admin.","single","no","no","no","telephone","jun","thu",2,999,0,"nonexistent","0","university.degree"
29,"blue-collar","divorced","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent","0","4"
46,"unknown","married","unknown","yes","no","telephone","jun","thu",3,999,0,"nonexistent","0","4"
38,"blue-collar","married","unknown","no","no","telephone","jun","thu",5,999,0,"nonexistent","0","high.school"
27,"technician","single","no","yes","no","telephone","jun","thu",8,999,0,"nonexistent","0","unknown"
39,"self-employed","divorced","no","yes","no","telephone","jun","thu",4,999,0,"nonexistent","0","professional.course"
60,"retired","divorced","unknown","yes","no","telephone","jun","thu",2,999,0,"nonexistent","0","4"
42,"blue-collar","married","unknown","no","no","telephone","jun","thu",5,999,0,"nonexistent","0","9"
35,"blue-collar","married","unknown","yes","yes","telephone","jun","thu",6,999,0,"nonexistent","0","9"
31,"services","single","no","no","no","telephone","jun","fri",6,999,0,"nonexistent","1","high.school"
34,"blue-collar","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","6"
38,"blue-collar","single","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","1","high.school"
39,"services","married","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","9"
33,"services","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
34,"admin.","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
32,"management","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","university.degree"
29,"admin.","single","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
44,"blue-collar","married","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","6"
50,"admin.","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","high.school"
59,"housemaid","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","6"
26,"admin.","married","no","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","high.school"
29,"services","married","no","yes","yes","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
34,"admin.","married","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
39,"self-employed","married","unknown","no","yes","telephone","jun","fri",1,999,0,"nonexistent","0","6"
24,"technician","single","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","9"
34,"blue-collar","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","9"
37,"admin.","married","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
27,"self-employed","single","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","1","university.degree"
30,"technician","married","no","no","no","telephone","jun","fri",6,999,0,"nonexistent","0","high.school"
58,"services","married","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
58,"services","married","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
40,"services","married","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
37,"blue-collar","married","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","4"
40,"management","married","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent","0","9"
33,"technician","single","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","professional.course"
32,"services","single","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
34,"admin.","single","no","yes","no","telephone","jun","fri",5,999,0,"nonexistent","0","9"
27,"admin.","single","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent","0","professional.course"
27,"admin.","single","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent","0","professional.course"
27,"self-employed","single","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
36,"blue-collar","single","no","yes","no","telephone","jun","fri",8,999,0,"nonexistent","0","4"
42,"admin.","single","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","high.school"
51,"services","married","no","unknown","unknown","telephone","jun","fri",5,999,0,"nonexistent","0","high.school"
30,"blue-collar","married","unknown","no","no","telephone","jun","fri",28,999,0,"nonexistent","0","9"
28,"blue-collar","married","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","high.school"
58,"technician","married","unknown","yes","yes","telephone","jun","fri",1,999,0,"nonexistent","0","4"
29,"blue-collar","married","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","unknown"
35,"technician","single","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","professional.course"
29,"blue-collar","single","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","0","9"
41,"blue-collar","married","unknown","no","yes","telephone","jun","fri",1,999,0,"nonexistent","0","professional.course"
59,"technician","divorced","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","4"
35,"admin.","married","no","yes","no","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
42,"blue-collar","married","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent","0","9"
58,"blue-collar","married","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent","0","4"
30,"entrepreneur","married","no","no","no","telephone","jun","fri",2,999,0,"nonexistent","0","9"
42,"blue-collar","married","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","6"
40,"blue-collar","married","unknown","yes","no","telephone","jun","fri",5,999,0,"nonexistent","0","9"
54,"admin.","married","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","university.degree"
47,"blue-collar","married","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","9"
30,"blue-collar","single","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","6"
35,"blue-collar","married","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","6"
49,"housemaid","divorced","no","no","no","telephone","jun","fri",4,999,0,"nonexistent","0","4"
49,"housemaid","married","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent","0","4"
45,"technician","single","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent","0","professional.course"
36,"admin.","married","no","yes","yes","telephone","jun","fri",4,999,0,"nonexistent","0","high.school"
29,"services","divorced","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent","0","high.school"
30,"entrepreneur","divorced","no","no","no","telephone","jun","fri",5,999,0,"nonexistent","0","university.degree"
44,"blue-collar","single","no","no","no","telephone","jun","fri",3,999,0,"nonexistent","0","6"
28,"technician","single","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","no","yes","yes","telephone","jun","mon",3,999,0,"nonexistent","0","4"
39,"technician","single","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent","0","professional.course"
49,"blue-collar","married","no","yes","no","telephone","jun","mon",3,999,0,"nonexistent","0","4"
31,"blue-collar","married","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","9"
37,"blue-collar","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","9"
52,"self-employed","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","professional.course"
23,"services","single","no","no","no","telephone","jun","mon",5,999,0,"nonexistent","0","high.school"
40,"entrepreneur","divorced","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","6"
28,"admin.","single","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
55,"blue-collar","married","unknown","unknown","unknown","telephone","jun","mon",3,999,0,"nonexistent","0","4"
35,"admin.","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
42,"admin.","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
44,"blue-collar","married","unknown","yes","yes","telephone","jun","mon",4,999,0,"nonexistent","0","4"
33,"self-employed","married","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent","0","professional.course"
28,"management","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","university.degree"
41,"blue-collar","married","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent","0","6"
23,"admin.","married","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent","0","professional.course"
58,"retired","married","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent","0","4"
39,"unemployed","married","no","no","no","telephone","jun","mon",1,999,0,"nonexistent","0","4"
32,"self-employed","divorced","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent","0","professional.course"
41,"blue-collar","single","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","unknown"
39,"admin.","single","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent","0","high.school"
39,"admin.","single","no","no","no","telephone","jun","mon",1,999,0,"nonexistent","0","high.school"
39,"admin.","single","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent","0","high.school"
27,"technician","single","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
28,"self-employed","single","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
54,"technician","divorced","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","9"
