"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
4167,39,"technician","married","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","professional.course"
4168,39,"technician","married","no","no","no","cellular","may","thu",1,999,1,"failure","professional.course"
4169,31,"blue-collar","single","no","no","no","cellular","may","thu",1,999,1,"failure","9"
4170,31,"blue-collar","single","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","9"
4171,46,"services","married","no","yes","no","cellular","may","thu",1,999,1,"failure","high.school"
4172,28,"blue-collar","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","6"
4173,32,"management","married","no","unknown","unknown","cellular","may","thu",1,999,1,"failure","high.school"
4174,31,"technician","married","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","university.degree"
4175,27,"blue-collar","single","no","yes","yes","cellular","may","thu",4,999,0,"nonexistent","9"
4176,33,"blue-collar","married","unknown","no","no","cellular","may","thu",2,999,0,"nonexistent","9"
4177,42,"technician","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4178,29,"admin.","single","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","9"
4179,26,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4180,26,"blue-collar","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","9"
4181,54,"blue-collar","married","no","no","no","cellular","may","thu",3,999,0,"nonexistent","9"
4182,33,"blue-collar","single","unknown","no","no","cellular","may","thu",1,999,0,"nonexistent","9"
4183,33,"blue-collar","married","unknown","unknown","unknown","cellular","may","thu",2,999,0,"nonexistent","9"
4184,58,"entrepreneur","divorced","no","yes","no","cellular","may","thu",5,999,2,"failure","professional.course"
4185,51,"blue-collar","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","4"
4186,28,"student","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4187,24,"services","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4188,27,"admin.","single","no","yes","yes","cellular","may","thu",7,999,1,"failure","high.school"
4189,29,"blue-collar","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","6"
4190,49,"services","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","high.school"
4191,35,"admin.","married","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","high.school"
4192,35,"services","married","no","yes","no","cellular","may","thu",3,999,1,"failure","high.school"
4193,57,"services","divorced","no","no","no","cellular","may","thu",6,999,0,"nonexistent","4"
4194,25,"blue-collar","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4195,33,"technician","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4196,53,"services","married","no","yes","no","cellular","may","thu",6,999,0,"nonexistent","6"
4197,31,"admin.","married","no","no","no","cellular","may","thu",2,999,1,"failure","high.school"
4198,23,"student","single","no","yes","no","cellular","may","thu",2,999,1,"failure","high.school"
4199,39,"entrepreneur","married","unknown","yes","yes","cellular","may","thu",2,999,0,"nonexistent","9"
4200,27,"blue-collar","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","4"
4201,36,"blue-collar","married","no","yes","yes","cellular","may","thu",2,999,1,"failure","6"
4202,40,"technician","single","unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent","professional.course"
4203,54,"self-employed","divorced","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4204,24,"student","single","no","yes","no","telephone","may","thu",8,999,0,"nonexistent","9"
4205,31,"admin.","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4206,40,"services","divorced","no","no","yes","cellular","may","thu",1,999,1,"failure","high.school"
4207,31,"blue-collar","married","no","no","no","cellular","may","thu",3,999,1,"failure","4"
4208,33,"management","single","no","no","no","cellular","may","thu",1,999,0,"nonexistent","university.degree"
4209,37,"housemaid","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4210,33,"blue-collar","married","no","yes","yes","cellular","may","thu",2,999,1,"failure","6"
4211,40,"blue-collar","married","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent","6"
4212,36,"blue-collar","single","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","6"
4213,31,"technician","single","no","yes","no","cellular","may","thu",1,11,1,"success","9"
4214,30,"technician","married","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4215,33,"admin.","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4216,48,"services","divorced","no","unknown","unknown","cellular","may","thu",7,999,0,"nonexistent","9"
4217,25,"admin.","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4218,31,"blue-collar","married","no","no","no","cellular","may","thu",3,999,0,"nonexistent","9"
4219,26,"blue-collar","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4220,35,"admin.","married","no","no","no","cellular","may","thu",6,999,0,"nonexistent","university.degree"
4221,33,"admin.","divorced","no","unknown","unknown","telephone","may","thu",1,999,0,"nonexistent","university.degree"
4222,34,"admin.","married","no","yes","no","cellular","may","thu",2,999,1,"failure","university.degree"
4223,46,"blue-collar","married","no","no","no","telephone","may","thu",2,999,0,"nonexistent","4"
4224,33,"technician","married","no","no","yes","cellular","may","thu",3,999,1,"failure","university.degree"
4225,41,"technician","married","no","no","yes","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4226,42,"blue-collar","married","no","no","no","telephone","may","thu",2,999,0,"nonexistent","9"
4227,30,"admin.","single","no","yes","no","cellular","may","thu",7,999,0,"nonexistent","high.school"
4228,39,"blue-collar","divorced","unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent","9"
4229,27,"admin.","married","no","no","yes","cellular","may","thu",4,999,0,"nonexistent","high.school"
4230,36,"management","married","no","yes","no","telephone","may","thu",2,999,0,"nonexistent","university.degree"
4231,37,"technician","single","no","yes","no","cellular","may","thu",2,999,1,"failure","professional.course"
4232,32,"technician","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4233,24,"entrepreneur","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4234,29,"services","single","no","yes","no","cellular","may","thu",2,999,1,"failure","high.school"
4235,27,"admin.","single","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","university.degree"
4236,28,"blue-collar","married","unknown","no","yes","cellular","may","thu",3,999,0,"nonexistent","6"
4237,30,"blue-collar","married","no","no","yes","cellular","may","thu",6,999,1,"failure","6"
4238,34,"unemployed","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","9"
4239,42,"blue-collar","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","4"
4240,40,"admin.","divorced","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4241,26,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4242,42,"services","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4243,29,"blue-collar","married","no","no","no","cellular","may","thu",4,999,0,"nonexistent","6"
4244,28,"services","single","no","no","no","cellular","may","thu",4,999,1,"failure","high.school"
4245,30,"blue-collar","single","no","no","no","cellular","may","thu",6,999,0,"nonexistent","9"
4246,35,"entrepreneur","married","no","no","yes","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4247,33,"blue-collar","single","unknown","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4248,28,"blue-collar","married","unknown","yes","no","cellular","may","thu",2,999,1,"failure","9"
4249,32,"admin.","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4250,33,"services","single","no","yes","no","cellular","may","thu",2,999,1,"failure","high.school"
4251,40,"technician","single","unknown","yes","no","cellular","may","thu",8,999,0,"nonexistent","professional.course"
4252,30,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4253,26,"technician","single","no","yes","yes","cellular","may","thu",5,999,0,"nonexistent","professional.course"
4254,22,"technician","single","no","no","no","telephone","may","thu",2,999,0,"nonexistent","professional.course"
4255,46,"blue-collar","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","9"
4256,49,"entrepreneur","married","unknown","yes","yes","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4257,52,"admin.","married","unknown","no","yes","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4258,41,"admin.","divorced","unknown","yes","yes","cellular","may","thu",3,999,0,"nonexistent","high.school"
4259,31,"entrepreneur","married","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4260,26,"technician","single","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","professional.course"
4261,35,"blue-collar","married","unknown","no","yes","telephone","may","thu",1,999,0,"nonexistent","6"
4262,31,"blue-collar","married","no","no","no","cellular","may","thu",1,999,0,"nonexistent","9"
4263,52,"blue-collar","unknown","no","unknown","unknown","cellular","may","thu",3,999,0,"nonexistent","4"
4264,44,"entrepreneur","married","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent","university.degree"
4265,36,"blue-collar","married","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","9"
4266,34,"blue-collar","married","no","no","no","cellular","may","thu",3,999,0,"nonexistent","6"
4267,38,"blue-collar","married","no","no","no","cellular","may","thu",1,999,1,"failure","4"
4268,42,"technician","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4269,51,"technician","married","no","unknown","unknown","cellular","may","thu",2,999,1,"failure","professional.course"
4270,27,"admin.","married","no","yes","yes","cellular","may","thu",2,999,1,"failure","professional.course"
4271,31,"blue-collar","single","no","no","no","cellular","may","thu",2,999,1,"failure","9"
4272,24,"blue-collar","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","unknown"
4273,42,"technician","married","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","professional.course"
4274,32,"services","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4275,31,"management","single","no","yes","no","cellular","may","thu",4,999,1,"failure","university.degree"
4276,45,"self-employed","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","university.degree"
4277,39,"admin.","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","high.school"
4278,32,"self-employed","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4279,31,"blue-collar","single","no","yes","no","cellular","may","thu",5,999,1,"failure","professional.course"
4280,37,"technician","married","unknown","no","yes","cellular","may","thu",6,999,0,"nonexistent","high.school"
4281,28,"blue-collar","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4282,29,"admin.","divorced","no","yes","no","cellular","may","thu",2,999,1,"failure","university.degree"
4283,29,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4284,31,"blue-collar","married","no","yes","no","cellular","may","thu",3,999,1,"failure","professional.course"
4285,26,"blue-collar","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4286,25,"student","single","no","yes","no","cellular","may","thu",3,999,1,"failure","high.school"
4287,31,"blue-collar","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","9"
4288,34,"services","married","no","no","no","cellular","may","thu",6,999,1,"failure","high.school"
4289,30,"admin.","married","no","no","no","telephone","may","thu",7,999,0,"nonexistent","university.degree"
4290,33,"blue-collar","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","6"
4291,34,"blue-collar","single","unknown","yes","no","cellular","may","thu",2,999,1,"failure","4"
4292,27,"blue-collar","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4293,31,"admin.","single","no","no","yes","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4294,32,"blue-collar","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","9"
4295,54,"blue-collar","married","no","no","no","cellular","may","thu",2,6,2,"success","9"
4296,31,"blue-collar","married","no","no","yes","cellular","may","thu",2,999,1,"failure","4"
4297,52,"technician","married","unknown","no","no","cellular","may","thu",3,999,1,"failure","6"
4298,31,"blue-collar","married","no","no","no","telephone","may","thu",4,999,0,"nonexistent","9"
4299,35,"admin.","divorced","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4300,31,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4301,26,"admin.","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4302,28,"blue-collar","single","unknown","no","no","cellular","may","thu",3,999,1,"failure","9"
4303,29,"technician","single","unknown","yes","no","cellular","may","thu",5,999,0,"nonexistent","high.school"
4304,28,"services","single","no","no","no","telephone","may","thu",2,999,0,"nonexistent","professional.course"
4305,23,"technician","single","no","no","no","cellular","may","thu",2,999,1,"failure","high.school"
4306,30,"admin.","single","no","yes","no","cellular","may","thu",2,999,1,"failure","university.degree"
4307,47,"blue-collar","divorced","no","no","no","cellular","may","thu",8,6,2,"failure","9"
4308,29,"admin.","single","unknown","no","no","cellular","may","thu",2,999,0,"nonexistent","9"
4309,37,"blue-collar","divorced","no","yes","no","telephone","may","thu",4,999,0,"nonexistent","9"
4310,39,"management","married","unknown","yes","no","telephone","may","thu",2,999,1,"failure","4"
4311,45,"entrepreneur","divorced","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent","university.degree"
4312,33,"admin.","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4313,29,"blue-collar","married","no","no","yes","cellular","may","thu",3,999,0,"nonexistent","6"
4314,30,"admin.","single","no","yes","yes","cellular","may","thu",2,999,1,"failure","university.degree"
4315,24,"admin.","married","no","yes","no","cellular","may","thu",4,999,1,"failure","high.school"
4316,39,"admin.","single","no","no","no","cellular","may","thu",10,999,0,"nonexistent","high.school"
4317,48,"services","single","unknown","yes","yes","cellular","may","thu",2,999,0,"nonexistent","4"
4318,37,"technician","single","no","no","no","cellular","may","thu",2,999,1,"failure","university.degree"
4319,32,"blue-collar","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4320,43,"blue-collar","married","no","yes","no","cellular","may","thu",3,999,1,"failure","4"
4321,29,"blue-collar","single","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent","4"
4322,42,"blue-collar","married","unknown","no","yes","cellular","may","thu",3,999,1,"failure","unknown"
4323,23,"technician","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4324,60,"retired","married","no","no","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4325,36,"entrepreneur","single","unknown","yes","yes","cellular","may","thu",3,999,0,"nonexistent","9"
4326,26,"blue-collar","single","unknown","yes","no","cellular","may","thu",4,999,0,"nonexistent","9"
4327,30,"services","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4328,31,"blue-collar","married","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent","6"
4329,30,"technician","married","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","9"
4330,38,"technician","single","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","professional.course"
4331,29,"admin.","divorced","no","no","no","telephone","may","thu",3,999,0,"nonexistent","university.degree"
4332,38,"blue-collar","married","no","yes","no","cellular","may","thu",9,999,0,"nonexistent","6"
4333,38,"entrepreneur","married","no","no","no","cellular","may","thu",2,999,1,"failure","university.degree"
4334,46,"blue-collar","married","no","no","no","cellular","may","thu",2,12,1,"success","4"
4335,43,"blue-collar","married","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","4"
4336,40,"management","married","unknown","no","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4337,29,"blue-collar","married","no","no","no","telephone","may","thu",4,999,0,"nonexistent","9"
4338,31,"technician","married","no","yes","yes","cellular","may","thu",2,999,1,"failure","university.degree"
4339,39,"blue-collar","divorced","no","yes","no","cellular","may","thu",7,999,0,"nonexistent","9"
4340,36,"blue-collar","married","no","no","no","cellular","may","thu",5,999,0,"nonexistent","9"
4341,26,"technician","single","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","professional.course"
4342,27,"self-employed","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4343,25,"admin.","single","no","yes","no","cellular","may","thu",6,999,1,"failure","high.school"
4344,29,"technician","single","no","no","no","cellular","may","thu",4,999,1,"failure","high.school"
4345,33,"blue-collar","married","unknown","no","yes","telephone","may","thu",3,999,0,"nonexistent","9"
4346,27,"blue-collar","married","no","no","no","cellular","may","thu",5,999,1,"failure","high.school"
4347,44,"technician","married","no","yes","yes","cellular","may","thu",3,999,0,"nonexistent","professional.course"
4348,32,"blue-collar","married","no","no","yes","cellular","may","thu",4,999,0,"nonexistent","4"
4349,33,"technician","married","no","yes","no","cellular","may","thu",5,999,0,"nonexistent","high.school"
4350,34,"blue-collar","married","no","no","no","cellular","may","thu",3,999,1,"failure","high.school"
4351,24,"management","married","no","no","no","telephone","may","thu",5,999,0,"nonexistent","university.degree"
4352,33,"blue-collar","married","no","no","yes","cellular","may","thu",7,999,0,"nonexistent","9"
4353,48,"services","single","unknown","yes","yes","cellular","may","thu",2,999,0,"nonexistent","4"
4354,28,"admin.","married","no","no","yes","cellular","may","thu",4,999,0,"nonexistent","high.school"
4355,36,"unemployed","married","unknown","yes","yes","cellular","may","thu",2,999,0,"nonexistent","9"
4356,43,"blue-collar","married","no","yes","no","cellular","may","thu",5,999,0,"nonexistent","4"
4357,33,"blue-collar","single","no","yes","yes","telephone","may","thu",7,999,1,"failure","high.school"
4358,31,"services","single","unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4359,27,"admin.","single","no","yes","yes","cellular","may","thu",4,999,0,"nonexistent","9"
4360,36,"blue-collar","married","no","yes","no","cellular","may","thu",5,999,0,"nonexistent","6"
4361,29,"services","married","no","no","no","cellular","may","thu",10,999,0,"nonexistent","high.school"
4362,28,"blue-collar","married","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","9"
4363,35,"services","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
4364,25,"entrepreneur","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","university.degree"
4365,20,"blue-collar","single","no","yes","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4366,24,"services","married","no","no","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4367,55,"admin.","divorced","unknown","no","no","cellular","may","thu",2,999,1,"failure","university.degree"
4368,30,"student","single","no","no","no","cellular","may","thu",5,999,0,"nonexistent","unknown"
4369,23,"admin.","single","no","no","no","cellular","may","thu",3,999,0,"nonexistent","high.school"
4370,33,"technician","single","no","no","no","telephone","may","thu",6,999,1,"failure","9"
4371,25,"blue-collar","single","unknown","no","yes","cellular","may","thu",3,999,0,"nonexistent","high.school"
4372,24,"services","married","no","no","no","cellular","may","thu",5,999,0,"nonexistent","high.school"
4373,21,"student","single","unknown","yes","no","cellular","may","thu",3,999,1,"failure","high.school"
4374,32,"admin.","married","no","yes","no","telephone","may","thu",5,999,0,"nonexistent","university.degree"
4375,34,"admin.","single","no","yes","yes","cellular","may","thu",7,999,0,"nonexistent","university.degree"
4376,30,"services","married","no","no","no","cellular","may","thu",4,999,0,"nonexistent","high.school"
4377,32,"admin.","single","no","yes","no","cellular","may","thu",6,999,0,"nonexistent","high.school"
4378,33,"blue-collar","single","unknown","no","no","cellular","may","thu",2,999,0,"nonexistent","6"
4379,40,"blue-collar","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","9"
4380,29,"admin.","single","no","yes","no","cellular","may","thu",11,999,0,"nonexistent","high.school"
4381,34,"services","single","no","no","yes","telephone","may","thu",6,999,0,"nonexistent","high.school"
4382,30,"blue-collar","single","no","yes","no","cellular","may","thu",3,999,1,"failure","9"
4383,35,"services","single","no","no","yes","telephone","may","thu",7,999,1,"failure","high.school"
4384,58,"entrepreneur","divorced","no","yes","no","telephone","may","thu",5,999,0,"nonexistent","professional.course"
4385,38,"blue-collar","married","unknown","no","no","cellular","may","thu",4,999,0,"nonexistent","4"
4386,34,"technician","single","no","yes","no","cellular","may","thu",4,999,0,"nonexistent","professional.course"
4387,35,"admin.","married","no","yes","yes","cellular","may","thu",9,999,0,"nonexistent","university.degree"
4388,33,"admin.","single","unknown","yes","no","cellular","may","thu",2,999,0,"nonexistent","6"
4389,22,"student","single","no","yes","yes","telephone","may","thu",3,999,1,"failure","high.school"
4390,57,"retired","married","no","no","no","cellular","may","thu",3,999,1,"failure","6"
4391,59,"management","married","unknown","unknown","unknown","cellular","may","thu",4,999,1,"failure","4"
4392,28,"student","single","no","no","yes","cellular","may","thu",4,999,0,"nonexistent","university.degree"
4393,25,"management","married","no","no","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
4394,26,"housemaid","single","no","yes","yes","cellular","may","fri",3,999,1,"failure","unknown"
4395,30,"blue-collar","married","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","professional.course"
4396,30,"management","single","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","9"
4397,30,"admin.","single","no","yes","no","cellular","may","fri",3,999,1,"failure","high.school"
4398,32,"admin.","single","no","yes","no","cellular","may","fri",2,999,1,"failure","unknown"
4399,31,"admin.","single","no","yes","no","cellular","may","fri",3,999,1,"failure","university.degree"
4400,23,"blue-collar","single","no","no","no","cellular","may","fri",2,999,1,"failure","unknown"
4401,32,"services","divorced","unknown","yes","no","cellular","may","fri",4,999,0,"nonexistent","high.school"
4402,55,"blue-collar","married","no","no","yes","cellular","may","fri",2,999,0,"nonexistent","professional.course"
4403,35,"blue-collar","single","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","9"
4404,26,"blue-collar","single","no","no","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
4405,32,"technician","single","no","no","no","cellular","may","fri",2,999,0,"nonexistent","professional.course"
4406,21,"services","single","no","no","no","cellular","may","fri",6,999,0,"nonexistent","high.school"
4407,34,"blue-collar","married","no","yes","yes","cellular","may","fri",7,999,0,"nonexistent","professional.course"
4408,34,"technician","divorced","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent","professional.course"
4409,24,"services","single","no","no","no","cellular","may","fri",4,999,1,"failure","high.school"
4410,34,"admin.","single","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","university.degree"
4411,37,"admin.","single","no","yes","no","telephone","may","fri",6,999,1,"failure","high.school"
4412,23,"admin.","single","no","yes","no","telephone","may","fri",4,999,0,"nonexistent","unknown"
4413,24,"blue-collar","married","no","unknown","unknown","cellular","may","fri",5,999,0,"nonexistent","9"
4414,28,"services","single","no","yes","yes","cellular","may","fri",6,999,0,"nonexistent","high.school"
4415,32,"blue-collar","married","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","4"
4416,44,"admin.","married","no","yes","yes","cellular","may","fri",4,999,0,"nonexistent","high.school"
4417,28,"admin.","single","no","no","no","cellular","may","fri",2,999,0,"nonexistent","university.degree"
4418,36,"admin.","single","no","yes","yes","cellular","may","fri",5,999,0,"nonexistent","high.school"
4419,29,"admin.","single","no","no","no","cellular","may","fri",4,999,0,"nonexistent","high.school"
4420,29,"technician","single","no","no","no","telephone","may","fri",4,999,0,"nonexistent","university.degree"
4421,42,"entrepreneur","married","no","yes","no","cellular","may","fri",9,999,0,"nonexistent","high.school"
4422,31,"technician","single","no","yes","no","telephone","may","fri",6,999,1,"failure","university.degree"
4423,24,"blue-collar","married","no","unknown","unknown","telephone","may","fri",6,999,0,"nonexistent","9"
4424,32,"management","single","no","no","no","cellular","may","fri",3,999,0,"nonexistent","professional.course"
4425,29,"blue-collar","divorced","no","no","no","cellular","may","fri",3,999,0,"nonexistent","4"
4426,27,"admin.","married","no","yes","no","cellular","may","fri",4,999,1,"failure","university.degree"
4427,29,"blue-collar","married","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","9"
4428,28,"blue-collar","married","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","9"
4429,28,"blue-collar","married","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","9"
4430,31,"admin.","single","no","yes","no","telephone","may","fri",8,999,0,"nonexistent","high.school"
4431,35,"technician","married","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","professional.course"
4432,34,"self-employed","single","no","yes","no","telephone","may","fri",7,999,1,"failure","professional.course"
4433,28,"blue-collar","single","no","yes","no","cellular","may","fri",8,999,0,"nonexistent","6"
4434,23,"admin.","single","no","yes","no","cellular","may","fri",4,999,1,"failure","high.school"
4435,26,"technician","single","no","no","no","cellular","may","fri",1,999,1,"failure","9"
4436,29,"blue-collar","single","no","yes","no","cellular","may","fri",1,999,1,"failure","unknown"
4437,34,"admin.","married","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","university.degree"
4438,41,"management","married","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4439,33,"blue-collar","married","unknown","yes","yes","cellular","may","fri",4,999,1,"failure","6"
4440,40,"admin.","divorced","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4441,54,"retired","divorced","no","yes","no","cellular","may","fri",5,999,1,"failure","university.degree"
4442,45,"entrepreneur","married","no","yes","no","telephone","may","fri",1,999,0,"nonexistent","9"
4443,32,"admin.","single","no","no","no","cellular","may","fri",9,999,0,"nonexistent","high.school"
4444,39,"entrepreneur","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4445,39,"blue-collar","single","no","yes","yes","cellular","may","fri",3,999,0,"nonexistent","unknown"
4446,51,"technician","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","9"
4447,29,"admin.","married","no","yes","no","cellular","may","fri",6,999,1,"failure","6"
4448,32,"technician","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","professional.course"
4449,39,"entrepreneur","single","no","yes","yes","cellular","may","fri",1,999,1,"failure","university.degree"
4450,28,"entrepreneur","married","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent","9"
4451,53,"services","married","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
4452,34,"admin.","single","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","high.school"
4453,35,"blue-collar","married","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","4"
4454,39,"entrepreneur","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4455,31,"admin.","single","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
4456,31,"admin.","single","no","yes","no","cellular","may","fri",1,999,1,"failure","university.degree"
4457,28,"admin.","married","no","no","no","cellular","may","fri",3,999,1,"failure","high.school"
4458,33,"services","married","no","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4459,30,"admin.","single","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
4460,28,"entrepreneur","married","unknown","yes","no","cellular","may","fri",2,999,0,"nonexistent","9"
4461,30,"admin.","single","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4462,54,"management","married","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4463,39,"technician","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4464,54,"management","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4465,31,"blue-collar","single","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","4"
4466,42,"services","married","no","no","no","cellular","may","fri",1,999,1,"failure","high.school"
4467,29,"blue-collar","single","no","yes","no","cellular","may","fri",1,999,1,"failure","9"
4468,35,"blue-collar","divorced","no","no","no","cellular","may","fri",1,999,1,"failure","9"
4469,30,"management","married","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
4470,34,"blue-collar","married","unknown","no","no","cellular","may","fri",6,999,1,"failure","4"
4471,22,"technician","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4472,27,"technician","single","no","no","no","cellular","may","fri",4,999,0,"nonexistent","unknown"
